id_produto,nome_produto,categoria_produto,preco_produto,fornecedor_produto,peso_kg_produto,estoque_produto,produto_ativo,data_cadastro_produto,faixa_preco_produto,status_estoque_produto,total_pedidos,quantidade_vendida,receita_total_produto,ticket_medio_produto,data_primeira_venda,data_ultima_venda,pedidos_aprovados,pedidos_recusados,pedidos_processando,pedidos_reembolsados,total_avaliacoes,nota_media_produto,nps_medio_produto,taxa_recomendacao_produto,data_ultima_avaliacao,total_tickets_produto,tempo_medio_resolucao_produto,total_eventos_produto,total_sessoes_produto,total_pageviews_produto,total_add_carrinho_produto,total_eventos_compra_produto,data_ultimo_evento_produto,status_comercial_produto,produto_com_alto_volume_suporte
PROD-0328,Suporte Veicular Celular,Automotivo,66.0,AutoPeças Brasil Ltda,23.16,198,True,2022-01-30,Medio,Estoque Normal,567,1540.0,81905.37999999998,157.81383429672442,2023-01-05,2026-05-15,509,34,8,16,289,3.6228373702422147,6.97923875432526,0.73356,2026-06-16,47,123.14634146341463,553,551,375,95,6,2026-03-28 17:06:24,Produto Destaque,True
PROD-0037,Webcam Full HD,Eletrônicos,252.0,Shenzhen Connect Brasil,0.33,387,True,2021-03-07,Alto,Estoque Normal,1726,4873.0,914990.3499999988,580.2094800253639,2023-01-02,2026-05-24,1507,66,16,137,846,3.5768321513002364,7.067375886524823,0.71749,2026-07-15,387,122.04371584699453,519,517,321,90,7,2026-03-28 17:07:32,Produto Destaque,True
PROD-0320,Oleo de Motor 10W40 4L,Automotivo,170.0,AutoPeças Brasil Ltda,8.78,3,True,2021-07-16,Medio,Estoque Baixo,300,839.0,115832.83999999995,419.68420289855055,2023-01-22,2026-05-20,275,16,2,7,142,3.683098591549296,7.077464788732394,0.73944,2026-06-13,18,116.17647058823529,560,559,379,101,5,2026-03-24 06:18:00,Produto Destaque,False
PROD-0153,Conjunto de Potes Herméticos,Casa,90.0,HomeBrasil Atacado,12.35,107,False,2020-03-23,Medio,Estoque Normal,578,1536.0,105010.1900000001,201.94267307692328,2023-01-02,2026-05-18,524,32,4,18,299,3.6622073578595318,7.160535117056856,0.73913,2026-06-23,47,113.72093023255815,486,484,309,80,9,2026-03-28 23:31:05,Produto Destaque,True
PROD-0459,Painel com Lareira,Móveis,,Decor Brasil Atacado,44.6,106,False,2023-02-24,Nao Informado,Estoque Normal,577,1704.0,127822.87999999993,242.54815939278924,2023-01-05,2026-05-24,530,24,8,15,280,3.65,7.357142857142857,0.75714,2026-06-23,56,127.71698113207547,537,537,347,93,8,2026-03-28 10:13:17,Produto Destaque,True
PROD-0473,Sapateira com Tampa,Móveis,449.0,MoveisPlus Distribuidora,45.65,388,True,2024-03-16,Alto,Estoque Normal,104,277.0,93674.29999999999,975.7739583333332,2023-01-02,2026-05-07,89,3,4,8,48,3.5833333333333335,6.833333333333333,0.70833,2026-05-07,11,125.45454545454545,487,486,315,80,12,2026-03-28 00:53:10,Produto Destaque,False
PROD-0274,Sérum Vitamina C,Beleza,233.0,Perfumes & Cia,0.16,415,True,2019-06-24,Alto,Estoque Normal,286,855.0,151968.99000000005,584.4961153846156,2023-01-02,2026-05-31,257,14,4,11,150,3.64,7.293333333333333,0.78000,2026-06-26,24,101.19047619047619,517,514,328,90,10,2026-03-26 13:16:22,Produto Destaque,True
PROD-0216,Capacete Ciclismo,Esportes,140.0,SportsBrasil Atacado,0.46,409,True,2023-03-23,Medio,Estoque Normal,312,902.0,95912.08000000003,322.9362962962964,2023-01-02,2026-05-29,290,11,3,8,174,3.632183908045977,7.2011494252873565,0.76437,2026-05-13,18,130.05555555555554,519,517,316,110,6,2026-03-20 16:30:55,Produto Destaque,False
PROD-0354,Fluido de Arrefecimento 1L,Automotivo,47.0,AutoPeças Brasil Ltda,0.32,0,True,2025-04-05,Baixo,Sem Estoque,594,1685.0,62710.19999999997,115.70147601476009,2023-01-01,2026-05-28,546,25,4,19,301,3.6345514950166113,7.102990033222591,0.75083,2026-06-07,39,136.1891891891892,514,513,340,88,10,2026-03-27 02:06:44,Produto Destaque,True
PROD-0504,Vestido de Festa Longo,Vestuário,,Moda Brasil Atacado,1.71,176,False,2025-06-26,Nao Informado,Estoque Normal,585,1694.0,122313.0700000001,227.77108007448808,2023-01-01,2026-05-29,525,36,7,17,291,3.656357388316151,7.29553264604811,0.77320,2026-06-13,44,124.42857142857143,0,0,0,0,0,,Produto Destaque,True
PROD-0234,Óculos de Ciclismo,Esportes,187.0,Atlética Import Ltda,5.84,280,True,2020-05-07,Medio,Estoque Normal,263,764.0,104136.06000000001,432.0998340248963,2023-01-05,2026-05-16,246,9,5,3,124,3.6129032258064515,7.451612903225806,0.78226,2026-06-21,23,118.73913043478261,518,517,324,98,9,2026-03-25 20:37:01,Produto Destaque,True
PROD-0351,Macaco Hidraulico 2T,Automotivo,427.0,Automotivo Import,6.9,381,True,2025-03-29,Alto,Estoque Normal,126,318.0,121113.51999999997,1000.9381818181816,2023-01-17,2026-02-28,119,7,0,0,72,3.5555555555555554,6.958333333333333,0.69444,2026-02-16,8,138.57142857142858,519,517,315,103,12,2026-03-25 18:58:32,Produto Destaque,False
PROD-0022,Monitor 24 Polegadas,Eletrônicos,1676.0,Shenzhen Connect Brasil,2.97,23,False,2022-04-13,Alto,Estoque Normal,3057,8644.0,10254739.970000012,3684.7790046712225,2023-01-01,2026-05-31,2729,123,38,167,1480,3.5175675675675677,6.928378378378379,0.71216,2026-07-19,628,115.25171232876713,501,500,312,82,4,2026-03-28 15:49:54,Produto Destaque,True
PROD-0115,Biquíni,Vestuário,197.0,Confecções do Sul,0.41,90,True,2018-03-23,Medio,Estoque Normal,274,794.0,116801.94000000003,463.499761904762,2023-01-12,2026-05-20,249,15,2,8,137,3.613138686131387,6.817518248175182,0.72263,2026-06-30,24,115.28571428571429,511,509,344,87,5,2026-03-28 20:00:51,Produto Destaque,True
PROD-0189,Bicicleta Aro 26,Esportes,,Esporte Total Ltda,1.28,0,False,2020-01-16,Nao Informado,Sem Estoque,555,1508.0,113094.16000000003,222.18891944990185,2023-01-04,2026-05-10,505,31,6,13,293,3.6621160409556315,7.385665529010239,0.79181,2026-07-06,45,116.07142857142857,503,500,326,76,9,2026-03-27 17:04:04,Produto Destaque,True
PROD-0361,Forro de Cacamba,Automotivo,471.0,AutoPeças Brasil Ltda,,335,True,2025-12-17,Alto,Estoque Normal,143,414.0,155786.92000000007,1162.5889552238812,2023-01-01,2026-05-22,125,11,2,5,69,3.6666666666666665,7.173913043478261,0.75362,2026-06-10,3,119.66666666666667,499,497,331,76,11,2026-03-28 12:40:30,Produto Destaque,False
PROD-0410,Lousa Magnetica,Brinquedos,185.0,Brinquedos do Brasil Ltda,4.61,245,True,2020-01-30,Medio,Estoque Normal,308,865.0,118296.49000000003,418.00879858657254,2023-01-20,2026-05-28,283,17,2,6,169,3.4497041420118344,6.745562130177515,0.71598,2026-07-05,28,131.96153846153845,496,496,322,99,7,2026-03-24 21:31:15,Produto Destaque,True
PROD-0447,Guarda-roupa 4 Portas,Móveis,,MoveisPlus Distribuidora,78.95,356,False,2019-08-10,Nao Informado,Estoque Normal,617,1737.0,129333.75000000007,233.45442238267162,2023-01-02,2026-05-23,560,35,8,14,288,3.701388888888889,7.354166666666667,0.77778,2026-07-14,50,121.125,502,500,336,82,2,2026-03-21 16:01:13,Produto Destaque,True
PROD-0122,Blusa de Tricô,Vestuário,157.0,Moda Brasil Atacado,1.48,45,True,2019-12-06,Medio,Estoque Normal,288,808.0,90982.28000000006,355.3995312500002,2023-01-02,2026-05-25,265,12,6,5,139,3.805755395683453,7.489208633093525,0.78417,2026-07-03,29,112.6,547,543,345,84,8,2026-03-27 12:15:43,Produto Destaque,True
PROD-0200,Raquete de Badminton Kit 2,Esportes,117.0,SportsBrasil Atacado,4.12,1,True,2021-07-13,Medio,Estoque Baixo,265,775.0,66143.86000000002,276.7525523012553,2023-01-01,2026-04-29,240,14,2,9,126,3.5873015873015874,7.095238095238095,0.75397,2026-05-18,28,128.96296296296296,518,516,327,99,10,2026-03-28 03:51:14,Produto Destaque,True
PROD-0406,Cama Elastica Infantil,Brinquedos,205.0,Toy Import Atacado,3.81,107,True,2021-07-19,Alto,Estoque Normal,322,892.0,135868.21000000005,459.01422297297313,2023-01-02,2026-05-29,294,22,3,3,162,3.771604938271605,7.364197530864198,0.78395,2026-05-25,27,120.70370370370371,507,505,333,89,11,2026-03-27 10:20:31,Produto Destaque,True
PROD-0195,Bola de Basquete,Esportes,148.0,SportsBrasil Atacado,13.31,429,True,2021-06-15,Medio,Estoque Normal,264,732.0,80701.08000000005,336.2545000000002,2023-01-01,2026-05-04,247,8,2,7,137,3.6861313868613137,7.160583941605839,0.78832,2026-06-01,21,113.8,504,502,309,110,6,2026-03-27 11:48:54,Produto Destaque,True
PROD-0394,Escorregador Infantil,Brinquedos,203.0,Fun Kids Distribuidora,1.02,254,True,2022-03-19,Alto,Estoque Normal,326,898.0,136145.44,447.8468421052632,2023-01-03,2026-05-30,296,15,7,8,176,3.602272727272727,7.244318181818182,0.76136,2026-06-06,27,116.11538461538461,536,536,356,93,5,2026-03-28 18:04:24,Produto Destaque,True
PROD-0185,Escova Sanitária,Casa,38.0,Casa & Cia Distribuidora,5.99,0,True,2022-09-14,Baixo,Sem Estoque,567,1643.0,47901.39000000001,92.65259187620892,2023-01-01,2026-05-22,525,24,6,12,286,3.5034965034965033,6.940559440559441,0.69580,2026-06-25,40,132.30555555555554,509,508,332,84,11,2026-03-25 16:10:12,Produto Destaque,True
PROD-0411,Teclado Musical Infantil,Brinquedos,84.0,Fun Kids Distribuidora,7.49,417,False,2019-05-14,Medio,Estoque Normal,600,1724.0,107439.78000000001,196.77615384615387,2023-01-01,2026-05-28,551,26,5,18,297,3.7542087542087543,7.343434343434343,0.75758,2026-07-19,49,127.15217391304348,503,502,313,87,7,2026-03-27 19:34:28,Produto Destaque,True
PROD-0303,Condicionador Hidratante 400ml,Beleza,50.0,Beauty Import Brasil,0.63,239,True,2022-07-25,Medio,Estoque Normal,599,1706.0,66422.45000000004,119.68009009009016,2023-01-02,2026-05-16,551,27,4,17,300,3.6533333333333333,7.173333333333333,0.75667,2026-06-25,50,107.13636363636364,522,522,315,98,9,2026-03-24 10:43:09,Produto Destaque,True
PROD-0282,Tônico Facial,Beleza,149.0,Cosméticos do Brasil Ltda,1.19,308,True,2021-05-20,Medio,Estoque Normal,288,773.0,90623.58000000002,345.8915267175573,2023-01-14,2026-05-12,260,18,2,8,144,3.6666666666666665,7.277777777777778,0.72917,2026-07-05,25,140.96,509,508,322,90,7,2026-03-27 11:26:13,Produto Destaque,True
PROD-0042,Controle Sem Fio,Eletrônicos,313.0,TechBrasil Distribuidora,0.54,35,True,2024-12-23,Alto,Estoque Normal,2308,6459.0,1540726.3799999994,735.0793797709921,2023-01-02,2026-05-31,2098,126,30,54,1171,3.683176771989752,7.315115286080273,0.77114,2026-07-17,185,117.13872832369943,529,526,339,94,9,2026-03-28 23:03:03,Produto Destaque,True
PROD-0312,Pneu Aro 15,Automotivo,,Peças & Cia Distribuidora,6.08,198,False,2021-04-06,Nao Informado,Estoque Normal,622,1841.0,148762.98000000024,261.44636203866474,2023-01-06,2026-05-21,558,37,6,21,291,3.7663230240549828,7.219931271477663,0.78694,2026-06-10,34,140.3939393939394,493,493,314,96,4,2026-03-28 03:44:44,Produto Destaque,True
PROD-0215,Corda de Pular,Esportes,50.0,Esporte Total Ltda,9.69,55,True,2019-04-23,Medio,Estoque Normal,593,1661.0,59729.46000000002,111.02130111524167,2023-01-06,2026-05-22,536,37,6,14,309,3.6310679611650487,6.983818770226537,0.71521,2026-07-11,39,124.63157894736842,511,508,325,99,7,2026-03-28 00:38:56,Produto Destaque,True
PROD-0458,Painel para TV,Móveis,591.0,Interiores Import Ltda,27.35,12,True,2018-10-22,Alto,Estoque Normal,128,357.0,154766.66,1334.1953448275863,2023-01-14,2026-03-18,118,8,0,2,56,3.625,7.160714285714286,0.71429,2026-04-23,15,144.69230769230768,486,484,287,106,6,2026-03-27 13:01:01,Produto Destaque,False
PROD-0030,Película de Vidro,Eletrônicos,52.0,Shenzhen Connect Brasil,2.66,0,False,2024-01-10,Medio,Sem Estoque,1673,4741.0,181113.88999999998,119.3108629776021,2023-01-02,2026-05-24,1441,85,23,124,754,3.5689655172413794,7.06763925729443,0.73077,2026-06-05,375,115.75071633237822,558,556,377,78,5,2026-03-27 16:07:15,Produto Destaque,True
PROD-0106,Regata Feminina,Vestuário,47.0,Moda Brasil Atacado,0.79,453,False,2024-12-12,Baixo,Estoque Normal,606,1670.0,55142.94999999998,102.49618959107804,2023-01-01,2026-05-31,549,30,7,20,299,3.688963210702341,7.040133779264214,0.76923,2026-07-22,63,119.68333333333334,512,511,346,70,9,2026-03-28 20:11:27,Produto Destaque,True
PROD-0174,Espremedor de Frutas,Casa,162.0,Utilidades do Lar Ltda,8.89,69,True,2023-02-01,Medio,Estoque Normal,284,737.0,87999.12000000004,349.2028571428573,2023-01-17,2026-05-28,262,14,2,6,140,3.65,7.0285714285714285,0.74286,2026-07-21,26,115.45833333333333,521,517,306,106,11,2026-03-26 16:11:40,Produto Destaque,True
PROD-0078,Tênis Casual Masculino,Vestuário,452.0,Confecções do Sul,1.14,302,True,2021-09-17,Alto,Estoque Normal,158,450.0,154127.68999999992,1070.331180555555,2023-01-05,2026-03-22,145,7,1,5,69,3.608695652173913,7.420289855072464,0.76812,2026-05-11,16,119.0625,496,492,339,88,7,2026-03-27 22:52:24,Produto Destaque,False
PROD-0119,Roupão de Banho,Vestuário,193.0,Confecções do Sul,1.07,156,False,2019-03-15,Medio,Estoque Normal,258,742.0,105716.14999999995,442.3269874476985,2023-01-15,2026-05-19,233,18,2,5,130,3.8076923076923075,7.569230769230769,0.78462,2026-06-01,29,132.1851851851852,553,553,366,89,7,2026-03-27 12:49:18,Produto Destaque,True
PROD-0183,Saboneteira,Casa,21.0,Decor Import,0.53,219,True,2021-05-31,Baixo,Estoque Normal,630,1825.0,28420.440000000017,50.21279151943466,2023-01-01,2026-05-31,569,34,8,19,311,3.6366559485530545,7.160771704180064,0.73312,2026-06-07,45,131.2093023255814,529,529,332,78,13,2026-03-21 15:23:02,Produto Destaque,True
PROD-0470,Armario de Cozinha 6 Portas,Móveis,,Decor Brasil Atacado,24.95,0,False,2021-05-19,Nao Informado,Sem Estoque,570,1567.0,120625.48999999992,228.89087286527499,2023-01-09,2026-05-30,526,22,10,12,273,3.6336996336996337,7.197802197802198,0.76190,2026-07-03,40,101.19444444444444,500,497,318,93,6,2026-03-27 15:44:51,Produto Destaque,True
PROD-0111,Camiseta Dry Fit,Vestuário,90.0,TextilBrasil Distribuidora,0.91,319,True,2025-12-13,Medio,Estoque Normal,613,1757.0,114036.53000000003,204.73344703770204,2023-01-01,2026-05-31,564,29,8,12,299,3.678929765886288,7.183946488294314,0.73913,2026-06-25,55,123.06,518,516,323,105,3,2026-03-25 17:08:12,Produto Destaque,True
PROD-0298,Kit Hidratação Capilar,Beleza,51.0,Beleza Total Atacado,0.55,40,True,2023-09-28,Medio,Estoque Normal,576,1639.0,60778.35000000007,119.17323529411779,2023-01-03,2026-05-30,517,39,4,16,274,3.6496350364963503,7.390510948905109,0.78467,2026-07-01,43,123.76923076923077,500,499,316,80,8,2026-03-26 11:27:43,Produto Destaque,True
PROD-0288,Esmalte Kit 6 Cores,Beleza,,Cosméticos do Brasil Ltda,0.84,50,False,2020-12-09,Nao Informado,Estoque Normal,581,1550.0,119735.25999999997,230.70377649325619,2023-01-02,2026-05-26,529,30,11,11,280,3.657142857142857,7.053571428571429,0.75714,2026-06-06,40,121.61111111111111,515,514,330,92,9,2026-03-23 03:26:57,Produto Destaque,True
PROD-0251,Perfume Masculino 100ml,Beleza,148.0,Cosméticos do Brasil Ltda,0.7,210,True,2020-01-06,Medio,Estoque Normal,315,903.0,104638.75999999998,362.0718339100345,2023-01-03,2026-05-31,293,9,5,8,161,3.7453416149068324,7.453416149068323,0.77019,2026-06-19,34,108.03125,532,530,354,91,13,2026-03-27 06:17:37,Produto Destaque,True
PROD-0268,Óleo Capilar 60ml,Beleza,61.0,Beauty Import Brasil,0.21,279,True,2025-12-21,Medio,Estoque Normal,637,1844.0,85825.45000000001,147.97491379310347,2023-01-05,2026-05-16,586,31,5,15,353,3.668555240793201,7.2492917847025495,0.74504,2026-06-23,40,111.07894736842105,493,492,315,95,8,2026-03-28 20:11:53,Produto Destaque,True
PROD-0490,Banqueta Bar Alta,Móveis,429.0,MoveisPlus Distribuidora,52.1,44,True,2025-05-25,Alto,Estoque Normal,132,385.0,129606.85000000002,1053.7142276422767,2023-01-27,2026-05-21,123,5,0,4,65,3.6923076923076925,7.046153846153846,0.73846,2026-05-06,11,135.9090909090909,522,522,346,90,9,2026-03-28 23:46:58,Produto Destaque,False
PROD-0134,Cobertor Casal,Casa,,Decor Import,14.01,0,False,2023-06-26,Nao Informado,Sem Estoque,555,1543.0,118126.70000000001,231.16771037182,2023-01-04,2026-05-22,507,26,5,17,299,3.6421404682274248,7.103678929765886,0.74916,2026-07-20,45,119.11627906976744,511,509,316,89,9,2026-03-28 00:48:27,Produto Destaque,True
PROD-0154,Chaleira Elétrica,Casa,206.0,HomeBrasil Atacado,7.79,0,False,2025-10-28,Alto,Sem Estoque,294,795.0,121313.74999999993,466.59134615384585,2023-01-12,2026-05-01,267,16,5,6,135,3.5703703703703704,7.014814814814815,0.72593,2026-05-12,25,123.54166666666667,542,540,346,99,10,2026-03-28 17:56:26,Produto Destaque,True
PROD-0246,Body Board,Esportes,304.0,SportsBrasil Atacado,13.87,140,True,2020-01-22,Alto,Estoque Normal,114,324.0,73528.32999999999,693.6634905660376,2023-01-17,2026-03-23,102,2,5,5,52,3.6346153846153846,7.365384615384615,0.80769,2026-04-16,9,117.125,530,527,335,91,6,2026-03-27 14:23:55,Produto Destaque,False
PROD-0169,Escorredor de Louças,Casa,87.0,HomeBrasil Atacado,4.51,409,True,2022-04-08,Medio,Estoque Normal,602,1694.0,107870.62000000004,202.76432330827075,2023-01-01,2026-05-24,554,25,9,14,329,3.6443768996960486,7.100303951367781,0.73252,2026-06-30,38,119.64516129032258,530,527,332,95,8,2026-03-28 14:07:22,Produto Destaque,True
PROD-0321,Oleo de Motor 0W20 4L,Automotivo,,Peças & Cia Distribuidora,1.27,450,False,2023-12-24,Nao Informado,Estoque Normal,595,1689.0,129940.25999999991,237.985824175824,2023-01-02,2026-05-25,531,33,10,21,301,3.568106312292359,7.166112956810632,0.72757,2026-07-09,54,131.13725490196077,566,561,346,98,10,2026-03-28 14:02:29,Produto Destaque,True
PROD-0323,Central Multimidia 9 Polegadas,Automotivo,904.0,AutoPeças Brasil Ltda,17.78,4,True,2026-01-16,Alto,Estoque Baixo,87,249.0,168826.77000000002,2192.5554545454547,2023-01-12,2026-04-04,76,5,3,3,43,3.7674418604651163,7.930232558139535,0.88372,2026-03-14,7,162.57142857142858,521,520,355,81,3,2026-03-27 03:25:23,Produto Destaque,False
PROD-0502,Mesa Escritorio em L,Móveis,728.0,MoveisPlus Distribuidora,17.15,51,True,2025-09-05,Alto,Estoque Normal,135,357.0,184233.96000000005,1548.1845378151265,2023-02-01,2026-05-14,116,9,6,4,66,3.6515151515151514,6.833333333333333,0.69697,2026-04-25,13,85.23076923076923,0,0,0,0,0,,Produto Destaque,False
PROD-0211,Luvas de Boxe,Esportes,169.0,SportsBrasil Atacado,0.83,329,True,2021-12-16,Medio,Estoque Normal,312,876.0,110880.81999999998,390.42542253521117,2023-02-07,2026-05-25,289,13,3,7,152,3.6842105263157894,7.1118421052631575,0.75000,2026-07-01,26,121.04,473,471,294,98,2,2026-03-28 14:14:03,Produto Destaque,True
PROD-0402,Drone Infantil,Brinquedos,213.0,Brinquedos do Brasil Ltda,0.35,261,True,2019-09-15,Alto,Estoque Normal,326,917.0,143948.93,492.97578767123287,2023-01-11,2026-05-31,307,7,7,5,166,3.63855421686747,7.006024096385542,0.68675,2026-06-19,31,112.16666666666667,501,499,313,82,8,2026-03-26 06:29:00,Produto Destaque,True
PROD-0138,Tapete Banheiro,Casa,43.0,Casa & Cia Distribuidora,13.12,0,False,2021-09-02,Baixo,Sem Estoque,585,1695.0,54891.42,101.83936920222634,2023-01-01,2026-05-26,536,28,6,15,294,3.639455782312925,7.119047619047619,0.72789,2026-07-07,51,112.125,536,534,342,98,11,2026-03-25 20:46:27,Produto Destaque,True
PROD-0035,Pen Drive 64GB,Eletrônicos,147.0,Shenzhen Connect Brasil,2.58,353,True,2023-12-23,Medio,Estoque Normal,1668,4756.0,522971.4600000013,339.81251461988387,2023-01-01,2026-05-18,1470,75,14,109,816,3.519607843137255,6.920343137254902,0.71691,2026-06-03,321,126.54248366013071,535,534,329,101,6,2026-03-28 21:20:09,Produto Destaque,True
PROD-0196,Bola de Vôlei,Esportes,,Atlética Import Ltda,3.78,65,False,2024-07-02,Nao Informado,Estoque Normal,548,1559.0,115053.65999999992,230.56845691382748,2023-01-03,2026-05-31,495,32,7,14,259,3.7567567567567566,7.525096525096525,0.79151,2026-07-29,49,104.04651162790698,524,522,343,80,10,2026-03-27 10:26:29,Produto Destaque,True
PROD-0434,Sofa 2 Lugares,Móveis,703.0,Interiores Import Ltda,60.88,233,True,2022-08-06,Alto,Estoque Normal,107,308.0,167926.72,1731.2032989690722,2023-01-01,2026-05-13,98,4,1,4,55,3.672727272727273,7.2,0.69091,2026-06-02,3,125.5,498,498,324,101,9,2026-03-27 17:41:38,Produto Destaque,False
PROD-0128,Jogo de Lençol Casal,Casa,266.0,Utilidades do Lar Ltda,2.88,50,True,2020-01-10,Alto,Estoque Normal,288,814.0,153972.82999999996,601.4563671874998,2023-01-03,2026-05-28,259,15,7,7,137,3.678832116788321,7.401459854014599,0.77372,2026-06-05,23,118.54545454545455,512,512,350,78,6,2026-03-28 03:54:07,Produto Destaque,True
PROD-0325,Capa para Banco Traseiro,Automotivo,297.0,AutoPeças Brasil Ltda,14.09,238,True,2024-04-14,Alto,Estoque Normal,284,799.0,178932.52000000008,710.0496825396829,2023-01-09,2026-05-21,252,19,2,11,154,3.590909090909091,7.220779220779221,0.72727,2026-06-01,27,116.0,513,510,317,99,10,2026-03-23 03:44:36,Produto Destaque,True
PROD-0384,Pelucia 40cm,Brinquedos,183.0,Brinquedos do Brasil Ltda,7.84,416,True,2025-07-17,Medio,Estoque Normal,297,824.0,113710.45999999996,419.5957933579334,2023-01-08,2026-05-28,264,22,1,10,137,3.81021897810219,7.328467153284672,0.79562,2026-06-04,31,131.75862068965517,564,563,367,100,4,2026-03-27 08:05:01,Produto Destaque,True
PROD-0036,Pen Drive 128GB,Eletrônicos,151.0,Global Electronics Ltda,3.38,3,True,2018-08-27,Medio,Estoque Baixo,1916,5302.0,591323.8399999997,335.78866553094815,2023-01-03,2026-05-31,1751,90,33,42,948,3.680379746835443,7.194092827004219,0.74473,2026-07-19,246,124.94092827004219,506,504,343,75,6,2026-03-26 23:40:57,Produto Destaque,True
PROD-0368,Vela de Ignicao Kit 4,Automotivo,65.0,AutoPeças Brasil Ltda,4.61,307,True,2019-12-13,Medio,Estoque Normal,579,1599.0,82165.89000000006,156.20891634980998,2023-01-02,2026-05-26,533,23,7,16,284,3.7007042253521125,7.095070422535211,0.74296,2026-07-15,53,128.97916666666666,526,522,366,74,9,2026-03-28 20:15:03,Produto Destaque,True
PROD-0046,Adaptador HDMI,Eletrônicos,112.0,Shenzhen Connect Brasil,4.49,66,True,2021-11-19,Medio,Estoque Normal,1668,4762.0,402988.5600000006,262.7044067796614,2023-01-02,2026-05-28,1468,58,21,121,858,3.593240093240093,7.067599067599067,0.73193,2026-07-15,342,124.91428571428571,499,498,310,107,6,2026-03-28 09:19:56,Produto Destaque,True
PROD-0047,Cabo USB-C 2m,Eletrônicos,59.0,TechBrasil Distribuidora,4.24,186,True,2021-09-17,Medio,Estoque Normal,2449,6764.0,310739.66000000044,138.22938612099665,2023-01-01,2026-05-29,2222,130,35,62,1234,3.6547811993517016,7.183954619124798,0.75689,2026-06-26,186,109.94186046511628,508,505,318,101,8,2026-03-23 09:04:56,Produto Destaque,True
PROD-0088,Casaco de Inverno,Vestuário,447.0,Moda Brasil Atacado,1.04,78,True,2024-09-19,Alto,Estoque Normal,114,309.0,93772.01999999997,956.8573469387752,2023-01-04,2026-03-09,99,6,2,7,67,3.4776119402985075,6.447761194029851,0.67164,2026-04-30,13,97.54545454545455,516,515,327,88,5,2026-03-28 08:40:12,Produto Destaque,False
PROD-0086,Legging Feminina,Vestuário,73.0,Confecções do Sul,1.73,3,True,2021-09-21,Medio,Estoque Baixo,620,1644.0,88596.48000000005,154.349268292683,2023-01-01,2026-05-30,569,27,8,16,332,3.566265060240964,7.093373493975903,0.71386,2026-07-07,67,128.68852459016392,525,524,329,101,5,2026-03-26 02:09:28,Produto Destaque,True
PROD-0126,Conjunto de Panelas 5 Peças,Casa,203.0,HomeBrasil Atacado,13.83,305,True,2022-04-22,Alto,Estoque Normal,288,782.0,119131.97000000004,454.70217557251925,2023-01-03,2026-05-05,260,18,5,5,133,3.601503759398496,7.172932330827067,0.76692,2026-06-21,29,121.82758620689656,524,521,335,85,12,2026-03-24 12:18:54,Produto Destaque,True
PROD-0205,Barraca de Camping 2 Pessoas,Esportes,,Esporte Total Ltda,13.03,420,False,2024-09-03,Nao Informado,Estoque Normal,640,1836.0,137173.2000000001,238.14791666666684,2023-01-01,2026-05-20,584,31,13,12,317,3.6529968454258674,7.110410094637224,0.75394,2026-07-01,52,122.19565217391305,520,517,332,82,11,2026-03-28 14:47:47,Produto Destaque,True
PROD-0065,Camiseta Feminina Algodão,Vestuário,65.0,Fashion Import Ltda,,429,True,2025-07-14,Medio,Estoque Normal,603,1746.0,86445.22999999997,157.74677007299263,2023-01-02,2026-05-18,546,35,4,18,314,3.6687898089171975,7.261146496815287,0.75796,2026-07-07,44,117.6842105263158,544,542,348,94,9,2026-03-24 15:06:34,Produto Destaque,True
PROD-0089,Blusa de Frio,Vestuário,235.0,Moda Brasil Atacado,1.76,4,True,2019-12-18,Alto,Estoque Baixo,311,895.0,152968.83000000002,542.4426595744682,2023-01-06,2026-05-25,281,12,9,9,156,3.6794871794871793,7.435897435897436,0.77564,2026-07-22,22,138.52380952380952,507,503,316,78,11,2026-03-25 21:53:34,Produto Destaque,True
PROD-0224,Suporte para Bicicleta,Esportes,100.0,Atlética Import Ltda,8.93,106,True,2022-06-19,Medio,Estoque Normal,584,1653.0,121779.54000000008,229.77271698113222,2023-01-01,2026-05-31,520,36,8,20,285,3.7017543859649122,7.140350877192983,0.76140,2026-07-12,47,138.43478260869566,511,510,298,90,9,2026-03-27 11:32:35,Produto Destaque,True
PROD-0415,Kit Medico Infantil,Brinquedos,112.0,Fun Kids Distribuidora,7.87,327,True,2024-06-17,Medio,Estoque Normal,309,861.0,69886.84999999998,255.06149635036488,2023-01-03,2026-05-04,289,9,2,9,160,3.7875,7.43125,0.79375,2026-06-23,21,134.1578947368421,520,517,334,88,5,2026-03-27 14:10:22,Produto Destaque,True
PROD-0170,Fruteira 3 Andares,Casa,69.0,Utilidades do Lar Ltda,8.03,168,True,2019-03-22,Medio,Estoque Normal,613,1693.0,90038.58000000009,160.2109964412813,2023-01-08,2026-05-07,562,24,8,19,305,3.6655737704918034,7.213114754098361,0.76393,2026-05-26,56,120.0,530,528,336,91,8,2026-03-28 18:30:07,Produto Destaque,True
PROD-0261,Protetor Solar FPS 70,Beleza,57.0,Beauty Import Brasil,0.97,32,True,2022-08-11,Medio,Estoque Normal,588,1616.0,69510.31999999999,131.89814041745728,2023-01-02,2026-05-23,530,37,8,13,293,3.7030716723549486,7.290102389078498,0.74744,2026-07-07,53,115.35416666666667,516,514,313,90,5,2026-03-28 09:27:52,Produto Destaque,True
